Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Khris Middleton,WAS,MIL,L,28.516666666666666,9,14,0.643,3,5,0.6,2,3,0.667,1,5,6,3,0,0,2,4,23,17.1,2025-10-22
Grayson Allen,PHX,SAC,W,35.59,6,12,0.5,3,7,0.429,3,3,1.0,1,4,5,7,1,0,4,3,18,14.599999999999998,2025-10-22
Lauri Markkanen,UTA,LAC,W,33.483333333333334,8,13,0.615,4,7,0.571,0,0,0.0,2,4,6,5,0,0,1,0,20,19.2,2025-10-22
Jaden McDaniels,MIN,POR,W,28.983333333333334,6,12,0.5,3,4,0.75,3,4,0.75,0,5,5,2,1,3,3,4,18,13.0,2025-10-22
Dillon Brooks,PHX,SAC,W,33.895,9,24,0.375,1,8,0.125,3,3,1.0,1,3,4,3,2,1,2,5,22,11.200000000000003,2025-10-22
Desmond Bane,ORL,MIA,W,32.516666666666666,7,18,0.389,3,6,0.5,6,6,1.0,0,4,4,3,0,2,4,4,23,12.299999999999997,2025-10-22
Kristaps Porziņģis,ATL,TOR,L,25.566666666666666,5,12,0.417,4,7,0.571,6,6,1.0,2,5,7,2,0,2,2,4,20,15.699999999999996,2025-10-22
Jaylen Brown,BOS,PHI,L,36.233333333333334,9,18,0.5,2,4,0.5,5,6,0.833,0,6,6,4,0,0,2,4,25,16.599999999999998,2025-10-22
Brandon Miller,CHA,BKN,W,30.5,8,19,0.421,2,9,0.222,7,10,0.7,0,0,0,7,1,1,1,4,25,17.699999999999996,2025-10-22
Ronald Holland II,DET,CHI,L,26.966666666666665,6,10,0.6,1,4,0.25,6,6,1.0,0,4,4,3,2,1,2,5,19,16.399999999999995,2025-10-22
Jock Landale,MEM,NOP,W,25.348333333333333,3,7,0.429,1,3,0.333,3,4,0.75,2,2,4,0,0,2,1,6,10,5.899999999999999,2025-10-22
Ryan Dunn,PHX,SAC,W,24.71,4,9,0.444,1,4,0.25,0,2,0.0,5,5,10,3,1,3,0,2,9,12.899999999999999,2025-10-22
Taurean Prince,MIL,WAS,W,21.95,4,5,0.8,3,4,0.75,0,0,0.0,0,1,1,2,1,0,0,2,11,11.0,2025-10-22
Justin Champagnie,WAS,MIL,L,5.8133333333333335,0,3,0.0,0,1,0.0,0,0,0.0,3,0,3,1,0,0,0,1,0,0.29999999999999993,2025-10-22
Kobe Sanders,LAC,UTA,L,3.85,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,0,0,1.3,2025-10-22
Javonte Green,DET,CHI,L,9.516666666666667,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,1,0,0,0,0.30000000000000004,2025-10-22
Jaden Hardy,DAL,SAS,L,7.25,1,3,0.333,1,2,0.5,0,0,0.0,0,1,1,0,0,0,0,1,3,1.2000000000000002,2025-10-22
Harrison Ingram,SAS,DAL,W,4.066666666666666,1,1,1.0,1,1,1.0,0,0,0.0,1,0,1,0,0,0,0,0,3,3.4000000000000004,2025-10-22
Bones Hyland,MIN,POR,W,7.716666666666667,1,2,0.5,0,1,0.0,0,0,0.0,0,2,2,1,0,0,1,2,2,0.4999999999999998,2025-10-22
Bismack Biyombo,SAS,DAL,W,4.933333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,2,0,2,2,0,-0.5000000000000002,2025-10-22
Yanic Konan Niederhäuser,LAC,UTA,L,3.85,1,1,1.0,0,0,0.0,2,4,0.5,1,0,1,0,0,0,0,0,4,3.6000000000000005,2025-10-22
Jamison Battle,TOR,ATL,W,9.083333333333334,1,3,0.333,0,2,0.0,0,0,0.0,1,2,3,0,0,0,0,0,2,1.6,2025-10-22
Naji Marshall,DAL,SAS,L,22.566666666666666,0,2,0.0,0,0,0.0,3,4,0.75,0,1,1,1,0,0,0,2,3,1.4000000000000001,2025-10-22
Kobe Brown,LAC,UTA,L,3.85,0,0,0.0,0,0,0.0,2,2,1.0,1,0,1,2,0,0,0,0,2,4.1,2025-10-22
Jordan McLaughlin,SAS,DAL,W,8.133333333333333,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,1,1,0,0,1,2,2.3000000000000003,2025-10-22
Javon Small,MEM,NOP,W,19.31833333333333,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,3,0,1,1,0,0,0.3999999999999997,2025-10-22
Paul Reed,DET,CHI,L,3.35,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,1,1,2,3,1.6000000000000005,2025-10-22
Amir Coffey,MIL,WAS,W,12.508333333333333,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,0,2,3.0999999999999996,2025-10-22
Jordan Clarkson,NYK,CLE,W,13.151666666666667,2,7,0.286,0,2,0.0,0,0,0.0,1,0,1,1,0,0,0,2,4,0.5000000000000002,2025-10-22
Josh Minott,BOS,PHI,L,14.185,1,1,1.0,0,0,0.0,0,0,0.0,2,0,2,2,0,0,0,4,2,2.9,2025-10-22
Will Riley,WAS,MIL,L,4.466666666666667,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,0,2,3.7,2025-10-22
Tyus Jones,ORL,MIA,W,23.5,0,4,0.0,0,3,0.0,0,0,0.0,1,1,2,3,0,1,2,0,0,-1.0,2025-10-22
Marvin Bagley III,WAS,MIL,L,14.953333333333333,0,0,0.0,0,0,0.0,1,2,0.5,1,2,3,1,1,0,1,2,1,1.7999999999999998,2025-10-22
Sharife Cooper,WAS,MIL,L,1.7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.0,2025-10-22
Ziaire Williams,BKN,CHA,L,14.85,0,3,0.0,0,2,0.0,1,2,0.5,1,2,3,1,1,0,0,1,1,1.1000000000000005,2025-10-22
Mike Conley,MIN,POR,W,12.716666666666667,1,5,0.2,1,2,0.5,0,0,0.0,1,1,2,0,1,0,1,2,3,0.09999999999999987,2025-10-22
Kris Dunn,LAC,UTA,L,22.15,0,3,0.0,0,1,0.0,0,0,0.0,2,3,5,1,1,0,2,0,0,-0.09999999999999987,2025-10-22
Jonathan Mogbo,TOR,ATL,W,10.766666666666667,2,4,0.5,0,0,0.0,0,0,0.0,1,3,4,0,0,0,0,1,4,3.2,2025-10-22
Ace Bailey,UTA,LAC,W,20.166666666666668,1,5,0.2,0,2,0.0,0,0,0.0,1,3,4,2,0,0,1,1,2,0.49999999999999956,2025-10-22
David Jones Garcia,SAS,DAL,W,4.066666666666666,2,2,1.0,0,0,0.0,1,1,1.0,1,0,1,2,0,0,0,2,5,5.7,2025-10-22
Jalen Smith,CHI,DET,W,13.633333333333333,0,7,0.0,0,5,0.0,2,2,1.0,1,4,5,1,0,0,0,1,2,-0.6999999999999994,2025-10-22
Bradley Beal,LAC,UTA,L,20.216666666666665,2,5,0.4,1,4,0.25,0,0,0.0,0,1,1,0,1,0,1,4,5,0.9999999999999996,2025-10-22
Cam Christie,LAC,UTA,L,8.183333333333334,1,4,0.25,1,2,0.5,2,2,1.0,1,1,2,1,0,0,0,0,5,4.300000000000001,2025-10-22
Maxime Raynaud,SAC,PHX,L,11.483333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0,4,4,2,0,0,1,1,0,0.5,2025-10-22
Tyrese Proctor,CLE,NYK,L,16.091666666666665,2,5,0.4,1,3,0.333,0,0,0.0,0,1,1,2,0,0,0,2,5,3.1999999999999993,2025-10-22
Brandon Williams,DAL,SAS,L,11.566666666666666,0,1,0.0,0,0,0.0,0,2,0.0,0,0,0,2,1,0,1,0,0,-0.10000000000000009,2025-10-22
Drake Powell,BKN,CHA,L,7.2,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,4,2,-0.30000000000000027,2025-10-22
Dalen Terry,CHI,DET,W,6.333333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2025-10-22
Moussa Cisse,DAL,SAS,L,4.066666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-10-22
Gary Harris,MIL,WAS,W,1.7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-10-22
Andre Jackson Jr.,MIL,WAS,W,1.7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-10-22
Thanasis Antetokounmpo,MIL,WAS,W,1.7,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2025-10-22
Pelle Larsson,MIA,ORL,L,3.8333333333333335,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-1.5,2025-10-22
Cody Williams,UTA,LAC,W,2.4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-10-22
Justin Edwards,PHI,BOS,W,0.09666666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-10-22
Tristan Vukcevic,WAS,MIL,L,1.7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-10-22
Andre Drummond,PHI,BOS,W,2.72,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,0,-0.5,2025-10-22
Guerschon Yabusele,NYK,CLE,W,12.033333333333333,0,2,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,1,0,-1.1,2025-10-22
Riley Minix,SAS,DAL,W,1.5666666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.3,2025-10-22
Duncan Robinson,DET,CHI,L,32.36666666666667,1,7,0.143,0,5,0.0,0,0,0.0,0,0,0,0,0,0,1,3,2,-4.699999999999999,2025-10-22
Caleb Martin,DAL,SAS,L,4.066666666666666,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,1,0,0,-0.30000000000000004,2025-10-22
John Konchar,MEM,NOP,W,7.635,0,0,0.0,0,0,0.0,0,0,0.0,0,3,3,1,0,0,1,0,0,0.5999999999999999,2025-10-22
Keaton Wallace,ATL,TOR,L,8.683333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,2,0,-0.8,2025-10-22
Anthony Gill,WAS,MIL,L,1.7,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,1.2999999999999998,2025-10-22
Trey Jemison III,NYK,CLE,W,7.683333333333334,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,0,1.0,2025-10-22
Nigel Hayes-Davis,PHX,SAC,W,10.321666666666667,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,-0.09999999999999998,2025-10-22
Carter Bryant,SAS,DAL,W,9.266666666666667,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,-0.7999999999999999,2025-10-22
AJ Johnson,WAS,MIL,L,1.7,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,1.0,2025-10-22
Mouhamed Gueye,ATL,TOR,L,5.016666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0.7,2025-10-22
Luka Garza,BOS,PHI,L,5.74,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,1,2,1,0,-2.8,2025-10-22
Yang Hansen,POR,MIN,L,5.266666666666667,0,1,0.0,0,0,0.0,2,2,1.0,1,0,1,0,0,0,0,1,2,1.6,2025-10-22
Craig Porter Jr.,CLE,NYK,L,6.716666666666667,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,1,2,1.2999999999999998,2025-10-22
Dwight Powell,DAL,SAS,L,7.87,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,1,2,0,-0.10000000000000009,2025-10-22
Dario Šarić,SAC,PHX,L,7.466666666666667,0,2,0.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,0,0,-0.09999999999999998,2025-10-22
Jonathan Isaac,ORL,MIA,W,7.033333333333333,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,0.6000000000000001,2025-10-22
Hunter Dickinson,NOP,MEM,L,4.715,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,1,2,2,2,-1.1,2025-10-22
Adem Bona,PHI,BOS,W,14.746666666666666,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3,1,0,0,2,3,0,-1.2000000000000004,2025-10-22
Jericho Sims,MIL,WAS,W,1.7,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,0,2,2.0,2025-10-22
Dereck Lively II,DAL,SAS,L,10.313333333333333,1,2,0.5,0,0,0.0,2,2,1.0,1,1,2,3,0,0,1,5,4,3.0999999999999996,2025-10-22
Kris Murray,POR,MIN,L,18.55,2,3,0.667,1,2,0.5,2,2,1.0,0,0,0,0,0,0,1,1,7,4.3,2025-10-22
Nolan Traore,BKN,CHA,L,8.883333333333333,1,3,0.333,1,2,0.5,0,0,0.0,0,0,0,1,2,0,0,1,3,3.6,2025-10-22
Jordan Hawkins,NOP,MEM,L,17.015,2,2,1.0,2,2,1.0,2,2,1.0,0,4,4,1,0,0,1,1,8,7.899999999999999,2025-10-22
Russell Westbrook,SAC,PHX,L,18.8,2,8,0.25,0,2,0.0,2,3,0.667,1,5,6,1,0,1,2,0,6,2.4000000000000004,2025-10-22
Patrick Williams,CHI,DET,W,17.0,1,2,0.5,1,2,0.5,1,2,0.5,0,4,4,0,1,2,2,1,4,3.8000000000000007,2025-10-22
Olivier-Maxence Prosper,MEM,NOP,W,15.476666666666667,3,5,0.6,0,1,0.0,4,4,1.0,1,4,5,0,0,0,0,2,10,8.799999999999997,2025-10-22
Nikola Jović,MIA,ORL,L,23.118333333333332,2,6,0.333,2,3,0.667,3,4,0.75,0,3,3,0,1,0,3,2,9,3.3000000000000016,2025-10-22
Landry Shamet,NYK,CLE,W,13.823333333333334,2,4,0.5,2,3,0.667,3,3,1.0,0,2,2,1,1,0,1,1,9,7.9,2025-10-22
Luke Kennard,ATL,TOR,L,30.451666666666668,2,7,0.286,1,5,0.2,1,1,1.0,0,4,4,3,1,0,3,3,6,2.0,2025-10-22
Isaac Okoro,CHI,DET,W,22.516666666666666,0,2,0.0,0,0,0.0,0,0,0.0,1,4,5,4,0,0,2,5,0,-0.7000000000000002,2025-10-22
Kel'el Ware,MIA,ORL,L,13.8,3,5,0.6,1,2,0.5,0,0,0.0,1,3,4,0,1,1,1,2,7,6.199999999999999,2025-10-22
Anthony Black,ORL,MIA,W,23.316666666666666,3,9,0.333,1,2,0.5,0,0,0.0,0,3,3,3,0,1,0,2,7,4.799999999999999,2025-10-22
Naz Reid,MIN,POR,W,19.85,2,4,0.5,0,1,0.0,2,2,1.0,1,2,3,1,1,2,1,2,6,6.6000000000000005,2025-10-22
Simone Fontecchio,MIA,ORL,L,18.966666666666665,6,9,0.667,1,3,0.333,0,0,0.0,1,1,2,1,0,0,1,2,13,9.0,2025-10-22
Tidjane Salaün,CHA,BKN,W,17.151666666666667,4,7,0.571,2,3,0.667,0,0,0.0,0,4,4,1,0,0,0,2,10,7.8,2025-10-22
Derrick Jones Jr.,LAC,UTA,L,17.666666666666668,5,7,0.714,1,3,0.333,1,2,0.5,1,0,1,1,0,1,1,4,12,8.2,2025-10-22
Max Christie,DAL,SAS,L,25.95,3,4,0.75,3,4,0.75,0,0,0.0,0,0,0,1,0,1,2,0,9,6.799999999999999,2025-10-22
Sandro Mamukelashvili,TOR,ATL,W,17.151666666666667,3,6,0.5,1,1,1.0,0,0,0.0,0,4,4,3,0,1,2,4,7,4.4,2025-10-22
Corey Kispert,WAS,MIL,L,18.033333333333335,4,8,0.5,3,7,0.429,0,0,0.0,0,1,1,1,0,1,1,0,11,7.699999999999999,2025-10-22
AJ Green,MIL,WAS,W,27.2,4,6,0.667,3,5,0.6,0,0,0.0,0,3,3,1,0,0,0,3,11,8.8,2025-10-22
Svi Mykhailiuk,UTA,LAC,W,24.426666666666666,3,4,0.75,3,4,0.75,0,0,0.0,0,1,1,3,1,0,0,0,9,10.799999999999999,2025-10-22
Tyrese Martin,BKN,CHA,L,25.916666666666668,2,8,0.25,1,5,0.2,0,0,0.0,3,0,3,5,2,0,3,1,5,4.3999999999999995,2025-10-22
Rudy Gobert,MIN,POR,W,31.85333333333333,3,4,0.75,0,0,0.0,4,6,0.667,3,3,6,0,0,1,0,6,10,8.899999999999999,2025-10-22
Blake Wesley,POR,MIN,L,14.933333333333334,2,5,0.4,0,1,0.0,3,5,0.6,0,3,3,4,2,0,2,1,7,6.799999999999999,2025-10-22
CJ McCollum,WAS,MIL,L,29.1,4,14,0.286,0,6,0.0,1,1,1.0,2,4,6,3,0,0,0,1,9,5.1,2025-10-22
Collin Gillespie,PHX,SAC,W,22.338333333333335,3,9,0.333,1,4,0.25,0,0,0.0,2,0,2,4,1,1,0,2,7,6.999999999999999,2025-10-22
Nique Clifford,SAC,PHX,L,23.683333333333334,1,3,0.333,0,0,0.0,0,0,0.0,3,5,8,2,2,1,1,4,2,5.4,2025-10-22
Xavier Tillman,BOS,PHI,L,15.643333333333333,2,8,0.25,0,3,0.0,0,0,0.0,3,4,7,1,2,1,0,4,4,4.300000000000001,2025-10-22
Kelly Oubre Jr.,PHI,BOS,W,33.54666666666667,2,6,0.333,2,6,0.333,4,4,1.0,0,4,4,1,0,1,2,1,10,6.800000000000001,2025-10-22
Larry Nance Jr.,CLE,NYK,L,16.983333333333334,4,7,0.571,2,2,1.0,0,0,0.0,1,5,6,1,0,0,1,3,10,7.399999999999999,2025-10-22
Terance Mann,BKN,CHA,L,19.45,4,6,0.667,2,3,0.667,3,3,1.0,1,0,1,1,1,0,1,4,13,10.2,2025-10-22
Jeremiah Fears,NOP,MEM,L,18.316666666666666,7,10,0.7,0,1,0.0,3,3,1.0,0,0,0,2,0,0,2,2,17,11.4,2025-10-22
Yves Missi,NOP,MEM,L,23.151666666666667,2,4,0.5,0,0,0.0,1,2,0.5,3,4,7,1,1,1,3,5,5,3.299999999999999,2025-10-22
Joel Embiid,PHI,BOS,W,20.3,1,9,0.111,0,4,0.0,2,2,1.0,1,5,6,2,0,1,0,2,4,1.6000000000000003,2025-10-22
Kevin Porter Jr.,MIL,WAS,W,9.416666666666666,3,5,0.6,2,3,0.667,2,2,1.0,0,0,0,2,1,0,0,0,10,10.1,2025-10-22
Caris LeVert,DET,CHI,L,21.451666666666668,3,7,0.429,1,3,0.333,1,2,0.5,0,1,1,2,1,0,1,1,8,5.199999999999999,2025-10-22
Bobby Portis,MIL,WAS,W,17.25,1,6,0.167,0,0,0.0,0,0,0.0,1,5,6,1,0,0,0,0,2,1.1000000000000005,2025-10-22
Jalen Wilson,BKN,CHA,L,14.7,3,5,0.6,2,4,0.5,0,0,0.0,0,0,0,0,0,0,1,1,8,4.299999999999999,2025-10-22
Jabari Walker,PHI,BOS,W,18.95,3,4,0.75,0,1,0.0,0,0,0.0,2,2,4,0,0,0,0,3,6,5.2,2025-10-22
Derik Queen,NOP,MEM,L,14.5,1,4,0.25,0,1,0.0,1,2,0.5,1,4,5,0,0,1,0,3,3,1.5999999999999996,2025-10-22
Dru Smith,MIA,ORL,L,13.233333333333333,1,4,0.25,0,1,0.0,0,0,0.0,0,1,1,5,1,0,1,2,2,2.6000000000000005,2025-10-22
Julian Champagnie,SAS,DAL,W,25.405,1,3,0.333,1,2,0.5,2,3,0.667,1,3,4,2,1,0,0,1,5,6.5,2025-10-22
Dylan Cardwell,SAC,PHX,L,14.616666666666667,1,4,0.25,0,0,0.0,1,2,0.5,1,0,1,0,1,2,0,5,3,1.2999999999999998,2025-10-22
Matisse Thybulle,POR,MIN,L,13.816666666666666,0,2,0.0,0,1,0.0,2,2,1.0,0,2,2,2,2,0,0,1,2,4.199999999999999,2025-10-22
Harrison Barnes,SAS,DAL,W,30.3,3,7,0.429,1,3,0.333,0,0,0.0,0,2,2,1,0,0,2,2,7,1.7999999999999998,2025-10-22
Jaylon Tyson,CLE,NYK,L,20.216666666666665,2,4,0.5,1,3,0.333,0,0,0.0,1,1,2,1,0,1,2,4,5,1.8000000000000003,2025-10-22
Cam Spencer,MEM,NOP,W,12.235,2,4,0.5,2,3,0.667,1,2,0.5,0,0,0,2,0,0,0,0,7,6.0,2025-10-22
Tyler Kolek,NYK,CLE,W,13.615,3,6,0.5,1,3,0.333,0,0,0.0,0,1,1,2,0,0,0,2,7,4.8999999999999995,2025-10-22
Nick Richards,PHX,SAC,W,4.7,3,3,1.0,0,0,0.0,2,2,1.0,2,1,3,0,0,0,0,1,8,8.4,2025-10-22
D'Angelo Russell,DAL,SAS,L,15.066666666666666,1,6,0.167,0,1,0.0,4,6,0.667,0,2,2,3,0,0,1,2,6,2.3000000000000007,2025-10-22
Nicolas Batum,LAC,UTA,L,14.983333333333333,1,4,0.25,1,4,0.25,0,0,0.0,0,2,2,1,1,1,0,4,3,2.0000000000000004,2025-10-22
Sion James,CHA,BKN,W,16.616666666666667,1,3,0.333,0,1,0.0,0,0,0.0,1,3,4,2,0,1,0,2,2,3.2,2025-10-22
Noah Clowney,BKN,CHA,L,20.25,1,6,0.167,1,3,0.333,2,2,1.0,2,2,4,2,0,0,1,2,5,2.8000000000000016,2025-10-22
Ariel Hukporti,NYK,CLE,W,17.75,1,2,0.5,0,0,0.0,0,0,0.0,1,4,5,2,0,1,1,3,2,2.8,2025-10-22
Klay Thompson,DAL,SAS,L,22.333333333333332,4,13,0.308,1,5,0.2,1,1,1.0,1,1,2,1,0,0,1,1,10,2.8000000000000003,2025-10-22
Lonzo Ball,CLE,NYK,L,23.49,1,7,0.143,1,7,0.143,0,0,0.0,1,3,4,6,0,0,4,0,3,0.2999999999999998,2025-10-22
Luke Kornet,SAS,DAL,W,15.783333333333333,1,3,0.333,0,0,0.0,0,0,0.0,1,3,4,3,0,2,1,3,2,3.2,2025-10-22
Jaylen Clark,MIN,POR,W,16.463333333333335,1,5,0.2,0,2,0.0,0,0,0.0,2,2,4,3,2,0,1,2,2,3.2,2025-10-22
Chris Boucher,BOS,PHI,L,15.833333333333334,2,4,0.5,0,2,0.0,2,2,1.0,0,4,4,1,1,0,0,0,6,6.9,2025-10-22
Jarrett Allen,CLE,NYK,L,28.208333333333332,1,4,0.25,0,0,0.0,2,4,0.5,0,4,4,1,2,0,1,0,4,3.7,2025-10-22
Dean Wade,CLE,NYK,L,28.118333333333332,3,3,1.0,3,3,1.0,1,2,0.5,0,2,2,0,1,1,0,4,10,9.399999999999999,2025-10-22
Keon Ellis,SAC,PHX,L,12.966666666666667,4,5,0.8,1,2,0.5,0,0,0.0,0,1,1,0,1,0,0,1,9,7.999999999999998,2025-10-22
Ryan Nembhard,DAL,SAS,L,15.516666666666667,3,5,0.6,0,1,0.0,2,2,1.0,0,0,0,5,0,0,3,0,8,6.199999999999999,2025-10-22
Sam Hauser,BOS,PHI,L,22.4,2,6,0.333,2,6,0.333,2,2,1.0,0,2,2,1,0,0,3,3,8,1.700000000000001,2025-10-22
Ochai Agbaji,TOR,ATL,W,19.95,2,5,0.4,0,3,0.0,0,0,0.0,1,2,3,1,2,0,0,3,4,4.1,2025-10-22
Chris Paul,LAC,UTA,L,14.966666666666667,1,5,0.2,1,4,0.25,1,1,1.0,1,0,1,4,1,0,1,2,4,3.6000000000000005,2025-10-22
Oso Ighodaro,PHX,SAC,W,19.383333333333333,3,5,0.6,0,0,0.0,1,1,1.0,1,3,4,1,0,0,1,3,7,4.799999999999999,2025-10-22
Dyson Daniels,ATL,TOR,L,22.733333333333334,2,4,0.5,0,1,0.0,0,0,0.0,1,2,3,2,2,0,3,5,4,1.700000000000001,2025-10-22
Luguentz Dort,OKC,IND,W,43.43333333333333,2,6,0.333,1,4,0.25,2,2,1.0,4,4,8,2,1,0,3,4,7,5.400000000000002,2025-10-23
Isaiah Hartenstein,OKC,IND,W,36.88666666666666,2,4,0.5,0,0,0.0,1,3,0.333,0,14,14,2,0,0,2,5,5,3.8000000000000007,2025-10-23
Jonathan Kuminga,GSW,DEN,W,36.245,6,11,0.545,1,4,0.25,1,3,0.333,1,4,5,3,0,0,1,3,14,9.7,2025-10-23
Jarace Walker,IND,OKC,L,30.316666666666666,6,11,0.545,1,5,0.2,0,0,0.0,1,3,4,4,1,0,2,4,13,9.500000000000002,2025-10-23
Al Horford,GSW,DEN,W,28.995,5,7,0.714,3,4,0.75,0,0,0.0,1,2,3,2,1,1,2,2,13,11.7,2025-10-23
Obi Toppin,IND,OKC,L,39.96666666666667,8,18,0.444,0,8,0.0,4,4,1.0,0,5,5,3,2,0,1,3,20,14.0,2025-10-23
Draymond Green,GSW,DEN,W,34.3,5,8,0.625,2,5,0.4,1,2,0.5,0,8,8,8,0,1,1,2,13,15.899999999999999,2025-10-23
Chet Holmgren,OKC,IND,W,38.95,4,12,0.333,0,6,0.0,7,8,0.875,3,9,12,2,2,0,3,3,15,11.8,2025-10-23
Ben Sheppard,IND,OKC,L,39.04333333333334,5,11,0.455,3,7,0.429,2,2,1.0,2,6,8,4,1,1,0,6,15,14.6,2025-10-23
Jimmy Butler III,GSW,DEN,W,38.56,6,16,0.375,2,4,0.5,7,8,0.875,3,2,5,6,3,0,0,1,21,21.3,2025-10-23
Aaron Wiggins,OKC,IND,W,35.75,7,14,0.5,5,9,0.556,4,4,1.0,0,9,9,0,0,1,1,4,23,16.799999999999997,2025-10-23
Jamal Murray,DEN,GSW,L,40.016666666666666,11,20,0.55,1,4,0.25,2,2,1.0,1,2,3,10,3,0,3,2,25,22.9,2025-10-23
Nikola Jokić,DEN,GSW,L,40.833333333333336,8,23,0.348,2,13,0.154,3,4,0.75,1,12,13,10,1,1,2,3,21,17.5,2025-10-23
Bennedict Mathurin,IND,OKC,L,45.123333333333335,9,19,0.474,3,8,0.375,15,17,0.882,3,8,11,1,0,0,4,6,36,24.299999999999997,2025-10-23
Pascal Siakam,IND,OKC,L,44.1,12,25,0.48,3,6,0.5,5,12,0.417,3,12,15,4,1,0,1,1,32,24.599999999999998,2025-10-23
Aaron Gordon,DEN,GSW,L,38.65,17,21,0.81,10,11,0.909,6,6,1.0,0,8,8,2,0,1,2,1,50,44.199999999999996,2025-10-23
Shai Gilgeous-Alexander,OKC,IND,W,45.35,15,31,0.484,2,7,0.286,23,26,0.885,0,8,8,5,2,1,2,4,55,43.099999999999994,2025-10-23
Brandin Podziemski,GSW,DEN,W,34.405,4,9,0.444,2,6,0.333,1,2,0.5,1,2,3,1,1,0,1,3,11,6.699999999999998,2025-10-23
Ajay Mitchell,OKC,IND,W,38.13,9,19,0.474,0,3,0.0,8,8,1.0,1,2,3,4,1,0,1,2,26,19.600000000000005,2025-10-23
Stephen Curry,GSW,DEN,W,36.96666666666667,14,25,0.56,6,12,0.5,8,8,1.0,0,6,6,7,3,1,2,1,42,38.10000000000001,2025-10-23
Buddy Hield,GSW,DEN,W,22.955,5,13,0.385,1,7,0.143,0,0,0.0,0,2,2,2,1,0,1,1,11,5.5,2025-10-23
Tim Hardaway Jr.,DEN,GSW,L,21.75,4,8,0.5,2,5,0.4,0,0,0.0,1,1,2,0,1,0,0,1,10,7.6,2025-10-23
Will Richard,GSW,DEN,W,16.7,2,5,0.4,1,4,0.25,1,2,0.5,1,4,5,3,1,0,0,1,6,7.499999999999999,2025-10-23
Quinten Post,GSW,DEN,W,4.366666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-10-23
