Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Kevin Love,UTA,OKC,L,13.25,4,6,0.667,4,5,0.8,0,0,0.0,1,0,1,0,0,1,1,5,12,7.799999999999999,2025-11-21
Tim Hardaway Jr.,DEN,HOU,W,31.496666666666666,5,11,0.455,2,7,0.286,0,1,0.0,0,3,3,2,0,0,0,0,12,8.200000000000001,2025-11-21
Quinten Post,GSW,POR,L,16.883333333333333,2,6,0.333,1,5,0.2,2,2,1.0,0,4,4,1,3,0,1,4,7,5.9,2025-11-21
Terance Mann,BKN,BOS,W,32.233333333333334,2,6,0.333,2,4,0.5,0,0,0.0,2,4,6,6,0,0,1,0,6,8.399999999999999,2025-11-21
Cameron Johnson,DEN,HOU,W,32.21666666666667,2,6,0.333,1,2,0.5,4,4,1.0,2,3,5,1,1,1,1,3,9,8.100000000000001,2025-11-21
Jusuf Nurkić,UTA,OKC,L,22.433333333333334,2,7,0.286,0,1,0.0,1,2,0.5,4,6,10,3,1,0,1,4,5,5.6,2025-11-21
T.J. McConnell,IND,CLE,L,17.283333333333335,4,6,0.667,2,2,1.0,0,0,0.0,0,3,3,4,1,0,2,1,10,9.700000000000001,2025-11-21
Cason Wallace,OKC,UTA,W,26.866666666666667,4,6,0.667,2,4,0.5,0,0,0.0,0,1,1,0,4,0,2,2,10,8.899999999999999,2025-11-21
Jay Huff,IND,CLE,L,26.0,2,9,0.222,1,7,0.143,0,0,0.0,2,3,5,0,1,4,2,4,5,1.9999999999999996,2025-11-21
Naz Reid,MIN,PHX,L,26.983333333333334,4,10,0.4,1,3,0.333,0,0,0.0,1,1,2,2,2,2,1,2,9,7.6,2025-11-21
Daniel Gafford,DAL,NOP,W,25.236666666666668,3,5,0.6,0,0,0.0,2,4,0.5,2,5,7,3,3,1,3,2,8,9.799999999999997,2025-11-21
Chet Holmgren,OKC,UTA,W,26.783333333333335,5,14,0.357,0,4,0.0,1,2,0.5,0,3,3,2,2,1,0,2,11,7.000000000000002,2025-11-21
Sidy Cissoko,POR,GSW,W,23.235,6,11,0.545,3,7,0.429,0,1,0.0,0,1,1,2,1,0,3,4,15,7.4,2025-11-21
Tre Johnson,WAS,TOR,L,19.43166666666667,5,8,0.625,3,5,0.6,1,2,0.5,0,2,2,2,0,1,1,0,14,11.7,2025-11-21
Payton Pritchard,BOS,BKN,L,34.75,5,13,0.385,3,9,0.333,0,0,0.0,1,2,3,4,0,0,1,1,13,8.6,2025-11-21
Al Horford,GSW,POR,L,18.133333333333333,2,5,0.4,1,3,0.333,2,2,1.0,1,5,6,3,2,1,1,1,7,9.899999999999999,2025-11-21
Royce O'Neale,PHX,MIN,W,31.121666666666666,5,8,0.625,3,6,0.5,3,4,0.75,1,2,3,2,0,0,2,3,16,11.5,2025-11-21
Donte DiVincenzo,MIN,PHX,L,31.6,2,9,0.222,2,7,0.286,3,3,1.0,0,2,2,3,4,0,2,2,9,7.4,2025-11-21
Davion Mitchell,MIA,CHI,W,23.783333333333335,7,9,0.778,0,2,0.0,2,4,0.5,0,0,0,6,1,0,0,2,16,16.099999999999998,2025-11-21
Jamal Shead,TOR,WAS,W,16.2,2,2,1.0,2,2,1.0,1,2,0.5,0,1,1,10,1,1,0,2,7,14.2,2025-11-21
Herbert Jones,NOP,DAL,L,32.13333333333333,3,10,0.3,1,3,0.333,0,0,0.0,2,7,9,2,2,1,1,3,7,6.599999999999999,2025-11-21
Peyton Watson,DEN,HOU,W,34.233333333333334,3,5,0.6,0,0,0.0,3,4,0.75,2,8,10,3,1,1,3,2,9,10.099999999999998,2025-11-21
Bruce Brown,DEN,HOU,W,20.871666666666666,4,8,0.5,0,2,0.0,2,2,1.0,0,1,1,3,3,1,0,3,10,10.899999999999999,2025-11-21
Keyonte George,UTA,OKC,L,30.333333333333332,6,10,0.6,1,2,0.5,7,7,1.0,0,3,3,8,0,0,4,3,20,16.7,2025-11-21
RJ Barrett,TOR,WAS,W,29.233333333333334,9,15,0.6,2,5,0.4,4,8,0.5,1,7,8,4,0,0,2,2,24,18.300000000000004,2025-11-21
Kyle Filipowski,UTA,OKC,L,26.433333333333334,7,11,0.636,2,4,0.5,2,4,0.5,2,5,7,2,1,1,3,3,18,14.100000000000001,2025-11-21
Donovan Clingan,POR,GSW,W,27.116666666666667,9,14,0.643,1,4,0.25,3,4,0.75,5,5,10,4,2,0,0,3,22,24.000000000000004,2025-11-21
Kel'el Ware,MIA,CHI,W,27.94333333333333,8,15,0.533,0,1,0.0,4,4,1.0,4,10,14,1,2,1,1,1,20,20.5,2025-11-21
Jaylen Brown,BOS,BKN,L,31.65,9,18,0.5,1,4,0.25,7,9,0.778,1,7,8,4,2,0,3,5,26,18.8,2025-11-21
Jabari Smith Jr.,HOU,DEN,L,36.943333333333335,7,20,0.35,5,11,0.455,2,3,0.667,4,7,11,4,0,1,3,6,21,12.399999999999997,2025-11-21
Pascal Siakam,IND,CLE,L,36.87833333333333,9,15,0.6,3,6,0.5,5,6,0.833,0,9,9,4,1,0,3,3,26,21.000000000000004,2025-11-21
Brandon Ingram,TOR,WAS,W,29.883333333333333,6,12,0.5,0,3,0.0,12,13,0.923,0,8,8,6,2,1,4,1,24,22.5,2025-11-21
P.J. Washington,DAL,NOP,W,37.46666666666667,8,14,0.571,5,8,0.625,3,4,0.75,1,8,9,1,0,3,4,1,24,18.5,2025-11-21
Cooper Flagg,DAL,NOP,W,32.35,12,19,0.632,0,4,0.0,5,6,0.833,2,5,7,5,2,0,2,2,29,25.7,2025-11-21
Jamal Murray,DEN,HOU,W,40.528333333333336,10,16,0.625,3,7,0.429,3,4,0.75,0,2,2,10,1,1,4,2,26,22.900000000000002,2025-11-21
Nic Claxton,BKN,BOS,W,34.68333333333333,7,13,0.538,0,0,0.0,4,7,0.571,2,9,11,12,1,1,3,2,18,20.9,2025-11-21
Caleb Love,POR,GSW,W,37.63166666666667,9,20,0.45,6,14,0.429,2,2,1.0,3,4,7,5,1,0,1,3,26,21.200000000000003,2025-11-21
Michael Porter Jr.,BKN,BOS,W,36.983333333333334,13,21,0.619,4,6,0.667,3,5,0.6,0,8,8,2,0,0,2,1,33,24.1,2025-11-21
Deni Avdija,POR,GSW,W,39.516666666666666,6,14,0.429,2,7,0.286,12,13,0.923,2,4,6,13,0,0,6,1,26,23.5,2025-11-21
Evan Mobley,CLE,IND,W,34.833333333333336,7,13,0.538,1,1,1.0,7,11,0.636,4,8,12,4,0,4,2,2,22,22.1,2025-11-21
Shai Gilgeous-Alexander,OKC,UTA,W,30.15,9,14,0.643,3,3,1.0,10,12,0.833,0,2,2,8,1,1,2,1,31,29.500000000000004,2025-11-21
Andrew Nembhard,IND,CLE,L,32.88333333333333,11,20,0.55,3,5,0.6,7,7,1.0,0,1,1,8,2,0,0,3,32,29.099999999999998,2025-11-21
Donovan Mitchell,CLE,IND,W,34.221666666666664,11,22,0.5,4,11,0.364,6,8,0.75,2,7,9,5,1,0,5,4,32,21.599999999999998,2025-11-21
Stephen Curry,GSW,POR,L,33.65,14,23,0.609,9,17,0.529,1,1,1.0,0,2,2,4,0,0,3,2,38,27.100000000000005,2025-11-21
Anthony Edwards,MIN,PHX,L,40.25,14,24,0.583,5,11,0.455,8,12,0.667,0,5,5,4,4,1,5,4,41,30.6,2025-11-21
Nikola Jokić,DEN,HOU,W,39.333333333333336,11,20,0.55,4,8,0.5,8,10,0.8,4,6,10,9,2,2,4,5,34,31.9,2025-11-21
Justin Champagnie,WAS,TOR,L,18.268333333333334,3,6,0.5,0,2,0.0,1,1,1.0,1,2,3,4,2,0,0,3,7,8.899999999999999,2025-11-21
Jeremiah Fears,NOP,DAL,L,31.515,8,12,0.667,3,4,0.75,2,5,0.4,1,6,7,2,4,0,4,2,21,17.7,2025-11-21
Derik Queen,NOP,DAL,L,32.23166666666667,8,17,0.471,0,2,0.0,4,5,0.8,2,5,7,11,1,0,4,2,20,17.7,2025-11-21
Josh Giddey,CHI,MIA,L,31.4,6,14,0.429,1,3,0.333,6,9,0.667,4,7,11,9,0,0,3,2,19,17.799999999999997,2025-11-21
Reed Sheppard,HOU,DEN,L,36.75333333333333,9,13,0.692,5,8,0.625,4,6,0.667,0,0,0,4,2,0,1,2,27,23.7,2025-11-21
Noah Clowney,BKN,BOS,W,37.03333333333333,7,15,0.467,3,11,0.273,2,2,1.0,0,3,3,0,1,3,0,3,19,14.100000000000001,2025-11-21
Immanuel Quickley,TOR,WAS,W,30.1,6,10,0.6,3,6,0.5,2,2,1.0,0,2,2,7,1,1,0,1,17,19.2,2025-11-21
Draymond Green,GSW,POR,L,33.96666666666667,4,11,0.364,2,6,0.333,1,2,0.5,1,4,5,7,3,1,3,4,11,10.4,2025-11-21
Zion Williamson,NOP,DAL,L,29.583333333333332,7,9,0.778,0,0,0.0,8,11,0.727,1,2,3,2,3,0,1,0,22,22.0,2025-11-21
Neemias Queta,BOS,BKN,L,29.183333333333334,8,12,0.667,0,0,0.0,0,0,0.0,5,7,12,3,0,1,0,5,16,17.2,2025-11-21
Toumani Camara,POR,GSW,W,33.931666666666665,7,11,0.636,4,6,0.667,2,2,1.0,5,2,7,1,0,1,2,5,20,16.6,2025-11-21
Lauri Markkanen,UTA,OKC,L,34.61666666666667,4,8,0.5,2,4,0.5,9,9,1.0,2,4,6,3,2,0,1,0,19,20.700000000000003,2025-11-21
Keshad Johnson,MIA,CHI,W,29.466666666666665,3,10,0.3,2,5,0.4,6,6,1.0,4,7,11,1,1,2,1,3,14,14.0,2025-11-21
Max Christie,DAL,NOP,W,31.633333333333333,7,12,0.583,5,9,0.556,4,4,1.0,0,3,3,0,1,1,1,3,23,17.8,2025-11-21
Ayo Dosunmu,CHI,MIA,L,32.56666666666667,9,14,0.643,3,4,0.75,2,3,0.667,0,1,1,4,0,2,3,1,23,17.500000000000007,2025-11-21
Devin Booker,PHX,MIN,W,34.788333333333334,4,18,0.222,1,6,0.167,7,9,0.778,1,2,3,10,1,0,9,6,16,2.1000000000000014,2025-11-21
De'Andre Hunter,CLE,IND,W,28.281666666666666,8,16,0.5,3,9,0.333,1,1,1.0,3,4,7,1,2,0,1,2,20,16.199999999999996,2025-11-21
Anfernee Simons,BOS,BKN,L,33.03333333333333,10,16,0.625,2,6,0.333,1,1,1.0,0,3,3,4,2,0,4,4,23,15.899999999999999,2025-11-21
Jaylin Williams,OKC,UTA,W,24.283333333333335,5,9,0.556,5,7,0.714,0,0,0.0,1,5,6,6,2,0,2,2,15,16.299999999999997,2025-11-21
Bennedict Mathurin,IND,CLE,L,37.303333333333335,7,15,0.467,2,7,0.286,5,5,1.0,3,4,7,2,1,1,3,3,21,15.5,2025-11-21
Amen Thompson,HOU,DEN,L,43.45,10,18,0.556,1,2,0.5,1,1,1.0,4,3,7,2,2,0,3,3,22,16.299999999999997,2025-11-21
Sandro Mamukelashvili,TOR,WAS,W,20.883333333333333,8,15,0.533,2,3,0.667,5,6,0.833,5,2,7,2,1,0,1,1,23,20.4,2025-11-21
Trey Murphy III,NOP,DAL,L,35.36666666666667,7,14,0.5,1,7,0.143,10,10,1.0,0,3,3,0,3,1,0,3,25,21.4,2025-11-21
Bam Adebayo,MIA,CHI,W,29.456666666666667,4,11,0.364,2,5,0.4,8,10,0.8,1,6,7,5,0,3,1,3,18,17.000000000000004,2025-11-21
Collin Gillespie,PHX,MIN,W,34.18833333333333,7,12,0.583,4,7,0.571,2,2,1.0,0,7,7,4,2,0,3,2,20,17.500000000000004,2025-11-21
Scottie Barnes,TOR,WAS,W,29.9,10,15,0.667,3,4,0.75,0,0,0.0,0,5,5,2,3,0,2,3,23,19.2,2025-11-21
Jimmy Butler III,GSW,POR,L,33.88333333333333,5,15,0.333,0,0,0.0,10,11,0.909,6,2,8,5,2,1,0,2,20,21.299999999999997,2025-11-21
Dillon Brooks,PHX,MIN,W,36.916666666666664,8,17,0.471,4,8,0.5,2,4,0.5,0,5,5,1,2,0,3,6,22,11.299999999999999,2025-11-21
Bilal Coulibaly,WAS,TOR,L,26.0,1,6,0.167,0,5,0.0,7,8,0.875,0,3,3,2,2,0,1,2,9,7.300000000000001,2025-11-21
Tristan Vukcevic,WAS,TOR,L,17.216666666666665,2,6,0.333,0,2,0.0,0,0,0.0,2,1,3,1,1,0,2,1,4,1.6,2025-11-21
Jordan Walsh,BOS,BKN,L,24.133333333333333,4,7,0.571,1,2,0.5,0,0,0.0,2,4,6,0,1,0,1,1,9,7.899999999999999,2025-11-21
Anthony Gill,WAS,TOR,L,4.716666666666667,1,1,1.0,0,0,0.0,2,2,1.0,1,0,1,0,0,0,0,1,4,4.0,2025-11-21
Ochai Agbaji,TOR,WAS,W,15.95,1,3,0.333,0,1,0.0,2,2,1.0,0,1,1,0,0,0,0,1,4,2.2000000000000006,2025-11-21
Will Richard,GSW,POR,L,9.316666666666666,1,2,0.5,0,1,0.0,0,0,0.0,0,2,2,1,0,0,0,2,2,1.4999999999999998,2025-11-21
Rayan Rupert,POR,GSW,W,6.416666666666667,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3,0,1,0,0,0,0,2.3,2025-11-21
Nick Richards,PHX,MIN,W,7.85,1,3,0.333,0,0,0.0,0,0,0.0,3,1,4,0,0,0,3,1,2,-0.7000000000000002,2025-11-21
Jamir Watkins,WAS,TOR,L,9.29,1,3,0.333,1,2,0.5,2,2,1.0,0,0,0,0,0,0,0,2,5,2.500000000000001,2025-11-21
Dalen Terry,CHI,MIA,L,13.446666666666667,0,1,0.0,0,0,0.0,0,0,0.0,1,3,4,2,0,0,1,5,0,-0.7000000000000002,2025-11-21
Sam Hauser,BOS,BKN,L,14.2,0,3,0.0,0,3,0.0,0,0,0.0,1,3,4,2,0,0,1,2,0,-0.8999999999999999,2025-11-21
Jaylen Clark,MIN,PHX,L,7.983333333333333,0,1,0.0,0,0,0.0,1,2,0.5,1,2,3,0,1,0,0,1,1,1.8000000000000003,2025-11-21
Craig Porter Jr.,CLE,IND,W,10.6,1,3,0.333,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,0,2,2.3000000000000003,2025-11-21
Garrett Temple,TOR,WAS,W,3.683333333333333,1,1,1.0,1,1,1.0,1,2,0.5,0,1,1,1,0,0,1,1,4,2.9,2025-11-21
Mike Conley,MIN,PHX,L,14.345,1,4,0.25,1,3,0.333,0,0,0.0,0,2,2,1,0,0,1,2,3,0.10000000000000009,2025-11-21
Jordan Hawkins,NOP,DAL,L,12.215,1,5,0.2,1,2,0.5,0,0,0.0,0,2,2,1,0,0,1,0,3,0.19999999999999973,2025-11-21
Walter Clayton Jr.,UTA,OKC,L,12.0,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,3,1,0,3,2,2,0.2999999999999998,2025-11-21
Chris Youngblood,OKC,UTA,W,4.783333333333333,2,4,0.5,1,2,0.5,0,0,0.0,0,2,2,0,0,0,0,0,5,3.6,2025-11-21
Spencer Jones,DEN,HOU,W,21.736666666666668,1,1,1.0,1,1,1.0,0,0,0.0,3,1,4,0,0,0,0,4,3,3.4999999999999996,2025-11-21
Yves Missi,NOP,DAL,L,15.505,2,4,0.5,0,0,0.0,0,0,0.0,2,0,2,0,0,1,0,2,4,3.3,2025-11-21
Taylor Hendricks,UTA,OKC,L,8.083333333333334,0,3,0.0,0,2,0.0,1,2,0.5,1,2,3,2,1,0,1,1,1,0.8000000000000003,2025-11-21
Rob Dillingham,MIN,PHX,L,9.35,2,3,0.667,1,1,1.0,0,0,0.0,1,0,1,0,1,0,2,0,5,3.4000000000000004,2025-11-21
Jahmir Young,MIA,CHI,W,6.2,2,5,0.4,2,2,1.0,0,0,0.0,0,0,0,1,0,0,0,0,6,4.0,2025-11-21
Baylor Scheierman,BOS,BKN,L,11.166666666666666,2,2,1.0,1,1,1.0,0,0,0.0,0,2,2,1,0,0,0,1,5,5.3,2025-11-21
Jeremiah Robinson-Earl,IND,CLE,L,12.288333333333334,0,2,0.0,0,0,0.0,2,2,1.0,1,2,3,0,0,0,1,2,2,0.09999999999999987,2025-11-21
Ousmane Dieng,OKC,UTA,W,4.783333333333333,2,2,1.0,1,1,1.0,0,0,0.0,0,1,1,2,0,0,0,0,5,6.1,2025-11-21
Myron Gardner,MIA,CHI,W,4.883333333333334,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,0,0,0,0,2,3,2.2,2025-11-21
Cody Williams,UTA,OKC,L,19.716666666666665,0,4,0.0,0,3,0.0,0,0,0.0,1,1,2,2,0,0,1,2,0,-2.1999999999999997,2025-11-21
Thomas Bryant,CLE,IND,W,1.2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-1.1,2025-11-21
Duop Reath,POR,GSW,W,2.368333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-0.8,2025-11-21
Joe Ingles,MIN,PHX,L,0.10833333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-11-21
Javonte Cooke,POR,GSW,W,1.8183333333333334,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2025-11-21
RayJ Dennis,IND,CLE,L,1.2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-11-21
Isaiah Livers,PHX,MIN,W,2.95,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,1,0,-1.1,2025-11-21
Aaron Holiday,HOU,DEN,L,13.475,0,3,0.0,0,3,0.0,1,1,1.0,0,0,0,0,0,0,0,1,1,-1.4999999999999996,2025-11-21
Tyrese Proctor,CLE,IND,W,1.2,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-0.39999999999999997,2025-11-21
Garrison Mathews,IND,CLE,L,10.275,0,3,0.0,0,3,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1.7999999999999996,2025-11-21
Matas Buzelis,CHI,MIA,L,18.636666666666667,2,8,0.25,0,3,0.0,2,2,1.0,1,4,5,1,1,2,2,2,6,3.3999999999999995,2025-11-21
Josh Minott,BOS,BKN,L,7.248333333333333,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,1,0,0,0.3999999999999999,2025-11-21
Nae'Qwan Tomlin,CLE,IND,W,11.6,1,4,0.25,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-0.3999999999999999,2025-11-21
Trayce Jackson-Davis,GSW,POR,L,3.283333333333333,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.7,2025-11-21
Taelon Peter,IND,CLE,L,1.2,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,1.0,2025-11-21
Clint Capela,HOU,DEN,L,3.75,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,-0.3999999999999999,2025-11-21
Hugo González,BOS,BKN,L,5.216666666666667,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,1,0,-0.09999999999999998,2025-11-21
Aaron Gordon,DEN,HOU,W,3.35,0,1,0.0,0,1,0.0,1,2,0.5,0,2,2,0,0,0,1,0,1,-0.5,2025-11-21
Buddy Hield,GSW,POR,L,15.616666666666667,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,1,1,0,-0.7999999999999999,2025-11-21
Tony Bradley,IND,CLE,L,4.2,0,2,0.0,0,0,0.0,2,2,1.0,0,0,0,1,0,0,0,1,2,0.9,2025-11-21
Caleb Martin,DAL,NOP,W,8.165,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,3,0,0.4999999999999998,2025-11-21
Jamison Battle,TOR,WAS,W,3.683333333333333,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,2,2,0.4999999999999998,2025-11-21
Moussa Cisse,DAL,NOP,W,4.666666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,3,3,1,0,0,0,0,0,1.5999999999999999,2025-11-21
Julian Phillips,CHI,MIA,L,18.283333333333335,1,5,0.2,1,4,0.25,0,0,0.0,0,2,2,1,0,1,0,4,3,0.2999999999999996,2025-11-21
Ziaire Williams,BKN,BOS,W,15.65,1,5,0.2,0,3,0.0,0,0,0.0,0,0,0,0,0,0,2,4,2,-4.7,2025-11-21
Micah Peavy,NOP,DAL,L,13.468333333333334,2,6,0.333,0,1,0.0,0,0,0.0,0,1,1,0,1,1,0,5,4,0.6000000000000005,2025-11-21
Svi Mykhailiuk,UTA,OKC,L,21.516666666666666,3,8,0.375,2,6,0.333,0,0,0.0,0,2,2,1,1,0,3,2,8,2.0999999999999996,2025-11-21
Jevon Carter,CHI,MIA,L,18.133333333333333,2,8,0.25,2,8,0.25,4,4,1.0,0,1,1,0,1,0,2,1,10,4.1000000000000005,2025-11-21
Jerami Grant,POR,GSW,W,30.85,0,8,0.0,0,4,0.0,5,6,0.833,1,3,4,2,1,1,3,1,5,0.30000000000000027,2025-11-21
Steven Adams,HOU,DEN,L,23.116666666666667,2,2,1.0,0,0,0.0,1,3,0.333,5,3,8,2,0,0,1,1,5,8.0,2025-11-21
Ryan Dunn,PHX,MIN,W,23.92,1,3,0.333,1,2,0.5,1,2,0.5,1,2,3,1,2,1,1,3,4,4.400000000000001,2025-11-21
Jakob Poeltl,TOR,WAS,W,19.183333333333334,1,1,1.0,0,0,0.0,1,2,0.5,4,5,9,1,0,1,1,3,3,5.8,2025-11-21
Ja'Kobe Walter,TOR,WAS,W,22.25,1,2,0.5,1,1,1.0,0,0,0.0,3,0,3,2,3,0,0,2,3,7.7,2025-11-21
Jaden Hardy,DAL,NOP,W,14.15,4,7,0.571,3,5,0.6,0,0,0.0,0,2,2,0,0,0,1,1,11,6.9,2025-11-21
Cam Whitmore,WAS,TOR,L,17.066666666666666,5,9,0.556,1,2,0.5,0,0,0.0,1,1,2,0,1,0,1,1,11,7.299999999999999,2025-11-21
Tyrese Martin,BKN,BOS,W,19.3,4,6,0.667,1,3,0.333,1,2,0.5,0,1,1,4,0,0,1,0,10,9.1,2025-11-21
Tre Jones,CHI,MIA,L,17.866666666666667,2,6,0.333,0,2,0.0,2,2,1.0,1,3,4,2,1,1,3,0,6,4.300000000000002,2025-11-21
Patrick Williams,CHI,MIA,L,18.283333333333335,3,6,0.5,1,4,0.25,1,2,0.5,0,1,1,2,1,1,1,6,8,4.599999999999999,2025-11-21
Oso Ighodaro,PHX,MIN,W,12.875,1,2,0.5,0,0,0.0,0,0,0.0,2,3,5,3,3,0,2,3,2,5.199999999999998,2025-11-21
Ben Sheppard,IND,CLE,L,25.408333333333335,1,6,0.167,0,5,0.0,0,0,0.0,2,3,5,5,2,0,0,0,2,6.0,2025-11-21
Moses Moody,GSW,POR,L,28.448333333333334,3,6,0.5,2,5,0.4,2,2,1.0,1,1,2,1,0,1,2,5,10,5.399999999999999,2025-11-21
Kyshawn George,WAS,TOR,L,28.96,2,7,0.286,1,4,0.25,0,0,0.0,1,2,3,4,0,2,5,3,5,0.20000000000000018,2025-11-21
Corey Kispert,WAS,TOR,L,18.833333333333332,3,6,0.5,2,4,0.5,1,2,0.5,0,3,3,1,1,0,0,0,9,8.2,2025-11-21
Jose Alvarado,NOP,DAL,L,19.746666666666666,2,5,0.4,1,4,0.25,0,0,0.0,0,5,5,6,0,0,2,2,5,5.199999999999999,2025-11-21
Drake Powell,BKN,BOS,W,21.316666666666666,3,4,0.75,1,2,0.5,2,2,1.0,0,2,2,1,2,0,0,1,9,10.299999999999999,2025-11-21
Alex Caruso,OKC,UTA,W,18.406666666666666,4,5,0.8,2,3,0.667,1,2,0.5,0,0,0,3,1,0,1,0,11,10.799999999999999,2025-11-21
Will Riley,WAS,TOR,L,9.25,2,5,0.4,0,1,0.0,0,0,0.0,0,1,1,2,1,0,1,0,4,2.9999999999999996,2025-11-21
Lonzo Ball,CLE,IND,W,25.3,0,2,0.0,0,2,0.0,0,0,0.0,0,7,7,5,0,1,1,4,0,2.3000000000000003,2025-11-21
Dereck Lively II,DAL,NOP,W,17.851666666666667,1,1,1.0,0,0,0.0,2,2,1.0,3,1,4,2,1,1,1,5,4,6.199999999999999,2025-11-21
Simone Fontecchio,MIA,CHI,W,25.166666666666668,3,12,0.25,1,10,0.1,2,3,0.667,0,2,2,3,1,0,2,1,9,2.7,2025-11-21
Kris Murray,POR,GSW,W,16.598333333333333,1,3,0.333,0,1,0.0,3,4,0.75,1,2,3,2,2,0,4,5,5,1.5999999999999996,2025-11-21
Kevin Huerter,CHI,MIA,L,9.9,1,4,0.25,1,4,0.25,0,0,0.0,0,2,2,0,1,1,1,1,3,1.5000000000000004,2025-11-21
Derrick White,BOS,BKN,L,32.583333333333336,2,13,0.154,1,7,0.143,1,2,0.5,0,1,1,4,1,0,1,3,6,-0.8000000000000003,2025-11-21
Klay Thompson,DAL,NOP,W,16.43,2,9,0.222,1,7,0.143,0,0,0.0,1,1,2,0,0,1,0,0,5,1.2,2025-11-21
Jarace Walker,IND,CLE,L,17.113333333333333,2,6,0.333,0,2,0.0,2,2,1.0,0,4,4,0,0,0,0,2,6,3.000000000000001,2025-11-21
Khris Middleton,WAS,TOR,L,24.083333333333332,1,6,0.167,0,3,0.0,0,0,0.0,0,2,2,4,0,1,2,1,2,-0.0999999999999992,2025-11-21
Branden Carlson,OKC,UTA,W,9.283333333333333,3,4,0.75,0,1,0.0,1,1,1.0,0,0,0,1,0,1,0,0,7,6.8,2025-11-21
Saddiq Bey,NOP,DAL,L,18.235,2,9,0.222,0,4,0.0,0,0,0.0,1,2,3,1,1,0,0,1,4,1.1,2025-11-21
Isaiah Collier,UTA,OKC,L,13.55,2,3,0.667,1,1,1.0,0,0,0.0,0,1,1,2,0,1,5,1,5,0.7000000000000002,2025-11-21
Brice Sensabaugh,UTA,OKC,L,17.25,3,8,0.375,1,4,0.25,0,0,0.0,0,2,2,1,0,0,2,1,7,1.4999999999999996,2025-11-21
Malaki Branham,WAS,TOR,L,4.716666666666667,2,3,0.667,1,2,0.5,4,4,1.0,0,1,1,0,0,0,1,0,9,7.000000000000002,2025-11-21
Josh Okogie,HOU,DEN,L,11.108333333333333,2,6,0.333,2,6,0.333,0,0,0.0,2,0,2,1,0,0,0,1,6,4.3,2025-11-21
Dean Wade,CLE,IND,W,20.076666666666668,2,4,0.5,0,2,0.0,0,0,0.0,1,2,3,1,0,1,1,3,4,2.5,2025-11-21
Jonas Valančiūnas,DEN,HOU,W,16.233333333333334,4,8,0.5,0,1,0.0,0,0,0.0,0,1,1,0,0,1,1,1,8,3.5999999999999996,2025-11-21
Day'Ron Sharpe,BKN,BOS,W,13.316666666666666,1,2,0.5,0,0,0.0,2,3,0.667,1,3,4,1,0,1,3,2,4,1.8000000000000016,2025-11-21
Isaiah Jackson,IND,CLE,L,17.966666666666665,1,4,0.25,0,0,0.0,1,2,0.5,2,2,4,0,2,1,1,3,3,2.7,2025-11-21
Luka Garza,BOS,BKN,L,16.835,2,5,0.4,2,2,1.0,1,2,0.5,3,1,4,1,0,0,1,2,7,5.2,2025-11-21
Bub Carrington,WAS,TOR,L,16.216666666666665,3,5,0.6,1,2,0.5,0,0,0.0,1,1,2,3,0,0,1,6,7,4.399999999999999,2025-11-21
Nikola Vučević,CHI,MIA,L,20.566666666666666,2,8,0.25,0,4,0.0,2,2,1.0,0,4,4,3,0,0,1,1,6,3.0999999999999996,2025-11-21
Luguentz Dort,OKC,UTA,W,21.133333333333333,3,4,0.75,3,4,0.75,0,0,0.0,0,1,1,0,0,0,0,2,9,6.8999999999999995,2025-11-21
