player,market,line,over_odds,under_odds,num_books
Quentin Grimes,player_points_rebounds_assists,18.2,135,165,5
Quentin Grimes,player_rebounds,3.3,180,200,7
Quinten Post,player_assists,1.5,-136,125,4
Quinten Post,player_blocks,0.5,-115,-120,1
Quinten Post,player_points,9.3,165,165,7
Quinten Post,player_points_assists,11.5,100,-115,2
Quinten Post,player_points_rebounds,14.5,110,115,4
Quinten Post,player_points_rebounds_assists,16.5,103,-105,3
Quinten Post,player_rebounds,4.8,140,105,7
Reed Sheppard,player_assists,2.6,215,-115,7
Reed Sheppard,player_points,9.9,102,100,6
Reed Sheppard,player_points_assists,12.5,105,130,2
Reed Sheppard,player_points_rebounds,12.5,-101,-130,1
Reed Sheppard,player_points_rebounds_assists,14.5,-103,100,4
Reed Sheppard,player_rebounds,1.5,-152,140,4
Royce O'Neale,player_assists,2.5,-120,101,4
Royce O'Neale,player_blocks,0.5,210,-300,1
Royce O'Neale,player_points,8.6,170,170,7
Royce O'Neale,player_points_assists,11.0,100,102,2
Royce O'Neale,player_points_rebounds,13.0,100,145,4
Royce O'Neale,player_points_rebounds_assists,15.5,-128,100,3
Royce O'Neale,player_rebounds,4.6,130,110,7
Rudy Gobert,player_assists,1.5,-130,-105,1
Rudy Gobert,player_blocks,1.5,108,-127,3
Rudy Gobert,player_points,11.4,200,210,7
Rudy Gobert,player_points_assists,12.5,-110,-118,1
Rudy Gobert,player_points_rebounds,23.2,-103,120,4
Rudy Gobert,player_points_rebounds_assists,24.5,-114,-104,3
Rudy Gobert,player_rebounds,12.2,185,140,7
Rui Hachimura,player_assists,0.5,120,-160,1
Rui Hachimura,player_points,8.5,116,-105,6
Rui Hachimura,player_points_rebounds_assists,11.0,-108,100,2
Rui Hachimura,player_rebounds,2.5,100,-121,4
Russell Westbrook,player_assists,7.1,180,130,7
Russell Westbrook,player_blocks,0.5,325,-550,1
Russell Westbrook,player_points,15.8,210,200,7
Russell Westbrook,player_points_assists,22.5,-102,120,4
Russell Westbrook,player_points_rebounds,20.5,-105,125,4
Russell Westbrook,player_points_rebounds_assists,28.3,125,130,6
Russell Westbrook,player_rebounds,5.5,175,145,7
Russell Westbrook,player_steals,1.5,150,-168,2
Sandro Mamukelashvili,player_assists,2.0,120,135,2
Sandro Mamukelashvili,player_blocks,0.5,100,-140,1
Sandro Mamukelashvili,player_points,13.0,200,190,7
Sandro Mamukelashvili,player_points_assists,14.5,-120,-110,1
Sandro Mamukelashvili,player_points_rebounds,20.2,105,115,4
Sandro Mamukelashvili,player_points_rebounds_assists,22.5,-112,-115,2
Sandro Mamukelashvili,player_rebounds,7.3,175,125,7
Scottie Barnes,player_assists,5.5,170,165,8
Scottie Barnes,player_blocks,0.5,-210,150,1
Scottie Barnes,player_points,20.5,210,210,8
Scottie Barnes,player_points_assists,25.7,-102,120,4
Scottie Barnes,player_points_rebounds,29.0,100,110,4
Scottie Barnes,player_points_rebounds_assists,35.0,120,125,6
Scottie Barnes,player_rebounds,9.2,160,130,8
Scottie Barnes,player_steals,1.5,178,-214,2
Simone Fontecchio,player_assists,1.5,-105,-130,1
Simone Fontecchio,player_points,7.3,102,100,5
Simone Fontecchio,player_points_rebounds_assists,12.5,100,-135,1
Simone Fontecchio,player_rebounds,3.2,130,125,4
Stephen Curry,player_assists,5.8,205,125,7
Stephen Curry,player_blocks,0.5,145,-200,1
Stephen Curry,player_points,28.6,205,200,7
Stephen Curry,player_points_assists,34.0,-105,115,4
Stephen Curry,player_points_rebounds,32.3,-102,115,4
Stephen Curry,player_points_rebounds_assists,38.4,105,135,6
Stephen Curry,player_rebounds,3.8,125,125,7
Stephon Castle,player_assists,6.4,150,170,6
Stephon Castle,player_blocks,0.5,320,-525,1
Stephon Castle,player_points,15.4,185,185,7
Stephon Castle,player_points_assists,21.7,-105,125,4
Stephon Castle,player_points_rebounds,19.3,105,115,4
Stephon Castle,player_points_rebounds_assists,26.2,125,130,6
Stephon Castle,player_rebounds,3.9,126,126,7
Stephon Castle,player_steals,0.5,-220,171,2
Svi Mykhailiuk,player_assists,2.0,164,105,2
Svi Mykhailiuk,player_blocks,0.5,525,-1100,1
Svi Mykhailiuk,player_points,8.5,-113,-105,5
Svi Mykhailiuk,player_points_assists,10.5,-120,-110,1
Svi Mykhailiuk,player_points_rebounds,11.5,-118,-115,1
Svi Mykhailiuk,player_points_rebounds_assists,13.5,-105,-118,2
Svi Mykhailiuk,player_rebounds,2.5,-120,110,2
Tari Eason,player_assists,1.5,140,-174,3
Tari Eason,player_blocks,0.5,130,-175,1
Tari Eason,player_points,10.2,165,215,7
Tari Eason,player_points_assists,11.5,-110,-110,2
Tari Eason,player_points_rebounds,15.5,105,125,4
Tari Eason,player_points_rebounds_assists,17.5,100,-128,3
Tari Eason,player_rebounds,5.5,165,160,7
Tari Eason,player_steals,1.5,148,-179,3
Taylor Hendricks,player_assists,0.5,-110,-120,1
Taylor Hendricks,player_points,5.5,-115,-115,1
Taylor Hendricks,player_points_rebounds_assists,10.5,-115,-115,1
Taylor Hendricks,player_rebounds,4.5,120,-155,1
Tim Hardaway Jr,player_assists,1.5,130,-175,1
Tim Hardaway Jr,player_points,14.4,170,210,7
Tim Hardaway Jr,player_points_rebounds,16.9,-106,135,3
Tim Hardaway Jr,player_points_rebounds_assists,19.0,106,-110,2
Tim Hardaway Jr,player_rebounds,2.6,165,105,6
Tre Jones,player_assists,4.5,210,155,5
Tre Jones,player_points,8.9,175,160,5
Tre Jones,player_points_assists,13.9,115,115,3
Tre Jones,player_points_rebounds_assists,16.5,-110,-108,2
Tre Jones,player_rebounds,2.0,118,140,2
Tyrese Maxey,player_assists,6.5,150,170,7
Tyrese Maxey,player_blocks,0.5,-118,-118,1
Tyrese Maxey,player_points,29.3,185,175,7
Tyrese Maxey,player_points_assists,36.3,105,105,4
Tyrese Maxey,player_points_rebounds,32.8,-105,120,4
Tyrese Maxey,player_points_rebounds_assists,39.3,110,135,6
Tyrese Maxey,player_rebounds,3.6,165,-104,7
Tyrese Maxey,player_steals,1.5,-130,110,2
VJ Edgecombe,player_assists,4.5,190,170,7
VJ Edgecombe,player_blocks,0.5,160,-225,1
VJ Edgecombe,player_points,15.5,175,190,7
VJ Edgecombe,player_points_assists,20.0,-105,125,4
VJ Edgecombe,player_points_rebounds,20.0,-110,130,4
VJ Edgecombe,player_points_rebounds_assists,24.8,115,145,6
VJ Edgecombe,player_rebounds,4.9,130,122,6
VJ Edgecombe,player_steals,1.5,115,-132,2
Victor Wembanyama,player_assists,2.2,145,170,6
Victor Wembanyama,player_blocks,2.3,120,175,4
Victor Wembanyama,player_points,23.3,200,200,7
Victor Wembanyama,player_points_assists,25.3,105,105,4
Victor Wembanyama,player_points_rebounds,32.5,100,110,4
Victor Wembanyama,player_points_rebounds_assists,34.6,110,130,5
Victor Wembanyama,player_rebounds,9.3,165,200,7
Victor Wembanyama,player_steals,0.5,-192,150,3
Walter Clayton Jr.,player_assists,3.9,136,123,5
Walter Clayton Jr.,player_points,10.7,-105,-115,5
Walter Clayton Jr.,player_points_assists,14.5,-117,-108,2
Walter Clayton Jr.,player_points_rebounds,13.5,-103,-128,1
Walter Clayton Jr.,player_points_rebounds_assists,17.8,-110,-113,4
Walter Clayton Jr.,player_rebounds,2.5,-113,-109,5
Will Richard,player_assists,2.2,143,135,4
Will Richard,player_blocks,0.5,250,-375,1
Will Richard,player_points,8.3,-106,105,5
Will Richard,player_points_assists,10.5,100,-107,2
Will Richard,player_points_rebounds,11.8,-102,-106,3
Will Richard,player_points_rebounds_assists,14.2,-102,-105,3
Will Richard,player_rebounds,3.5,120,-144,4
Zach LaVine,player_assists,2.2,135,165,4
Zach LaVine,player_blocks,0.5,210,-300,1
Zach LaVine,player_points,19.9,190,185,7
Zach LaVine,player_points_assists,21.9,-108,130,3
Zach LaVine,player_points_rebounds,22.9,-105,120,3
Zach LaVine,player_points_rebounds_assists,25.5,125,130,6
Zach LaVine,player_rebounds,3.2,140,145,7
